Fake_Id,Designation,Recruitment_Type,Account_code,Avg_In_Tim,Avg_Out_Tim,Avg_Office_hr,Avg_Bay_hr,Avg_Break_hr,Avg_Cafeteria,Avg_OOO_hr,Unbilled,Half_Day,Full_Day,Online_Checkin,Exemptions,Unallocated,avg_in_time_hr,avg_office_hours,avg_break_hours,avg_ooo_hours,total_leaves,unbilled_flag,unallocated_flag,bay_hours,cafeteria_hours,efficiency,break_utilization,punctuality,absenteeism_days,burnout_hours,Cluster,Behavior_Type,Name
17,SE,Campus-2022,TS,08:27:39,18:56:07,08:47:31,05:40:39,01:51:10,00:24:40,01:11:18,Unbilled,4,12,8,8,No,8.45,8.783333333333333,1.85,1.1833333333333331,16,1,0,5.666666666666667,0.4,60.91081593927894,0.2561669829222011,0.5500000000000007,14.0,0.0,1,Late Starter,Rowan Martinez
18,TDS,Campus-2021,SN,08:19:47,17:33:12,11:33:16,07:39:59,00:36:53,00:59:26,00:43:43,Unbilled,1,10,2,4,No,8.316666666666666,11.55,0.6,0.7166666666666667,11,1,0,7.65,0.9833333333333332,80.08658008658008,0.137085137085137,0.6833333333333336,10.5,2.5500000000000007,3,Silent Overworker,Taylor White
19,SE,Campus-2020,TM,10:42:52,21:36:37,09:44:20,05:33:50,01:44:54,00:54:57,00:52:14,Billed,1,1,7,6,No,10.7,9.733333333333333,1.7333333333333334,0.8666666666666667,2,0,0,5.55,0.9,64.04109589041096,0.2705479452054795,1.6999999999999993,1.5,0.7333333333333325,1,Late Starter,Quinn Thompson
20,SE,Campus-2022,TS,08:54:33,21:15:17,10:50:58,06:00:03,01:53:54,00:42:17,01:19:25,Unbilled,4,3,0,4,No,8.9,10.833333333333334,1.8833333333333333,1.3166666666666669,7,1,0,6.0,0.7,64.00000000000001,0.2384615384615384,0.0999999999999996,5.0,1.833333333333334,3,Silent Overworker,Quinn Thompson
21,SSE,Campus-2021,SN,11:19:34,19:25:55,08:12:22,09:52:38,00:37:40,00:12:24,00:24:33,Billed,1,3,6,1,No,11.316666666666666,8.2,0.6166666666666667,0.4,4,0,0,9.866666666666667,0.2,85.16260162601625,0.0995934959349593,2.3166666666666664,3.5,0.0,0,Consistent Performer,Finley Martin
22,SE,Campus-2020,TS,09:52:30,20:13:49,11:46:40,07:27:44,01:17:43,00:41:28,01:03:20,Billed,4,12,7,4,No,9.866666666666667,11.766666666666667,1.2833333333333332,1.05,16,0,0,7.45,0.6833333333333333,74.36260623229461,0.1671388101983002,0.8666666666666671,14.0,2.7666666666666675,3,Silent Overworker,Sage Hall
23,TDS,Campus-2023,SN,08:52:43,20:04:01,09:16:03,09:56:23,01:30:15,00:27:57,01:02:31,Billed,4,11,5,8,No,8.866666666666667,9.266666666666667,1.5,1.0333333333333334,15,0,0,9.933333333333334,0.45,67.80575539568345,0.2104316546762589,0.1333333333333328,13.0,0.2666666666666675,2,Erratic / At-Risk,Jamie Martinez
24,SSE,Campus-2023,TM,09:05:17,21:58:40,08:57:31,08:11:43,00:57:59,00:18:16,00:42:31,Billed,1,13,6,7,No,9.083333333333334,8.95,0.95,0.7,14,0,0,8.183333333333334,0.3,78.2122905027933,0.1396648044692737,0.0833333333333339,13.5,0.0,2,Erratic / At-Risk,Jamie Thomas
25,SSE,Campus-2023,TS,09:55:49,19:03:50,08:23:13,09:16:16,00:30:06,00:24:12,01:02:00,Billed,0,14,9,3,No,9.916666666666666,8.383333333333333,0.5,1.0333333333333334,14,0,0,9.266666666666667,0.4,76.93836978131212,0.1073558648111332,0.916666666666666,14.0,0.0,2,Erratic / At-Risk,Emerson Lewis
26,SSE,Campus-2021,TS,08:53:08,19:26:13,07:16:33,09:55:06,01:29:49,00:22:24,00:18:49,Billed,4,7,6,2,No,8.883333333333333,7.266666666666667,1.4833333333333334,0.3,11,0,0,9.916666666666666,0.3666666666666666,70.41284403669725,0.2545871559633028,0.1166666666666671,9.0,0.0,2,Erratic / At-Risk,Harper Harris
27,SSE,Campus-2021,SN,09:46:24,19:20:45,07:45:41,06:14:48,01:13:48,00:14:39,00:42:37,Billed,3,11,3,1,No,9.766666666666667,7.75,1.2166666666666668,0.7,14,0,0,6.233333333333333,0.2333333333333333,72.25806451612902,0.1870967741935484,0.7666666666666675,12.5,0.0,2,Erratic / At-Risk,Drew Harris
28,SE,Campus-2021,SN,10:36:59,20:52:45,08:55:18,05:24:07,01:55:13,00:28:32,00:20:45,Billed,1,6,5,0,No,10.6,8.916666666666666,1.9166666666666663,0.3333333333333333,7,0,0,5.4,0.4666666666666667,69.53271028037383,0.2672897196261682,1.5999999999999996,6.5,0.0,1,Late Starter,Cameron Martinez
29,TDS,Lateral,TS,08:35:19,21:03:05,08:28:55,08:35:59,00:41:55,00:17:25,00:59:52,Billed,5,0,3,3,No,8.583333333333334,8.466666666666667,0.6833333333333333,0.9833333333333332,5,0,0,8.583333333333334,0.2833333333333333,76.96850393700787,0.1141732283464567,0.4166666666666661,2.5,0.0,2,Erratic / At-Risk,Casey Clark
30,TDS,Campus-2022,TM,08:10:28,17:34:20,11:08:29,08:23:13,00:42:13,00:49:58,00:38:11,Billed,3,7,5,9,No,8.166666666666666,11.133333333333333,0.7,0.6333333333333333,10,0,0,8.383333333333333,0.8166666666666667,80.688622754491,0.1362275449101796,0.8333333333333339,8.5,2.133333333333333,3,Silent Overworker,Avery Clark
31,SSE,Campus-2022,SN,08:55:26,17:10:34,10:39:26,09:38:04,00:46:22,00:30:52,00:43:04,Billed,2,12,5,3,No,8.916666666666666,10.65,0.7666666666666667,0.7166666666666667,14,0,0,9.633333333333333,0.5,81.37715179968701,0.1189358372456964,0.0833333333333339,13.0,1.6500000000000004,3,Silent Overworker,Morgan Harris
32,AL,Campus-2022,TS,08:43:17,21:03:36,11:46:42,07:59:15,00:39:38,00:55:06,00:38:54,Billed,4,0,5,0,No,8.716666666666667,11.766666666666667,0.65,0.6333333333333333,4,0,0,7.983333333333333,0.9166666666666666,81.30311614730877,0.1331444759206798,0.2833333333333332,2.0,2.7666666666666675,3,Silent Overworker,Finley Lee
33,TDS,Campus-2022,TM,10:48:30,22:52:35,11:08:09,07:25:17,00:43:49,00:58:00,00:27:04,Billed,1,11,6,8,No,10.8,11.133333333333333,0.7166666666666667,0.45,12,0,0,7.416666666666667,0.9666666666666668,80.83832335329342,0.1511976047904191,1.8000000000000007,11.5,2.133333333333333,0,Consistent Performer,Peyton Martin
34,SE,Campus-2023,TS,08:40:39,22:38:50,10:26:03,08:17:03,00:42:39,00:14:34,01:15:27,Unbilled,2,0,2,8,Yes,8.666666666666666,10.433333333333334,0.7,1.25,2,1,1,8.283333333333333,0.2333333333333333,79.07348242811501,0.0894568690095846,0.3333333333333339,1.0,1.4333333333333336,3,Silent Overworker,Casey Thomas
35,TDS,Campus-2023,TM,09:26:05,20:02:12,07:24:20,08:03:08,01:55:11,00:56:07,00:39:01,Billed,5,8,7,0,Yes,9.433333333333334,7.4,1.9166666666666663,0.65,13,0,1,8.05,0.9333333333333332,52.70270270270271,0.3851351351351351,0.4333333333333335,10.5,0.0,1,Late Starter,Emerson Clark
36,SE,Campus-2022,SN,10:47:55,20:58:43,09:40:42,09:02:12,01:50:07,00:51:22,00:28:04,Unbilled,4,2,4,9,No,10.783333333333331,9.666666666666666,1.8333333333333333,0.4666666666666667,6,1,0,9.033333333333331,0.85,67.41379310344827,0.2775862068965518,1.7833333333333332,4.0,0.6666666666666661,1,Late Starter,Sage Brown
37,SSE,Campus-2023,SN,11:24:22,17:35:24,11:45:23,05:15:32,00:39:04,00:32:20,00:35:03,Billed,1,9,5,2,No,11.4,11.75,0.65,0.5833333333333334,10,0,0,5.25,0.5333333333333333,84.96453900709221,0.100709219858156,2.4000000000000004,9.5,2.75,0,Consistent Performer,Emerson Lee
38,SSE,Campus-2020,SN,10:24:17,18:04:22,07:33:40,07:46:18,01:48:24,00:40:54,00:47:42,Billed,1,12,5,4,No,10.4,7.55,1.8,0.7833333333333333,13,0,0,7.766666666666667,0.6666666666666666,56.95364238410596,0.3267108167770419,1.4000000000000004,12.5,0.0,1,Late Starter,Harper Taylor
39,SE,Lateral,SN,09:08:19,18:33:18,09:39:12,09:28:03,00:40:58,00:25:18,00:46:10,Unbilled,3,6,8,7,No,9.133333333333333,9.65,0.6666666666666666,0.7666666666666667,9,1,0,9.466666666666669,0.4166666666666667,80.82901554404145,0.1122625215889464,0.1333333333333328,7.5,0.6500000000000004,2,Erratic / At-Risk,Alex Smith
40,AL,Lateral,TM,09:15:14,22:12:39,10:34:07,08:53:53,01:20:11,00:47:44,00:42:22,Billed,3,11,4,2,No,9.25,10.566666666666666,1.3333333333333333,0.7,14,0,0,8.883333333333333,0.7833333333333333,73.34384858044164,0.2003154574132492,0.25,12.5,1.5666666666666664,3,Silent Overworker,Logan Hall
41,TDS,Campus-2023,TS,10:21:03,21:45:47,09:51:01,05:29:57,00:36:53,00:28:08,00:55:33,Billed,5,5,4,8,No,10.35,9.85,0.6,0.9166666666666666,10,0,0,5.483333333333333,0.4666666666666667,79.86463620981388,0.1082910321489001,1.3499999999999996,7.5,0.8499999999999996,0,Consistent Performer,Dakota Lewis
42,TDS,Campus-2021,SN,09:55:52,18:07:42,08:34:29,07:54:05,01:14:14,00:32:59,00:57:18,Billed,4,1,6,1,No,9.916666666666666,8.566666666666666,1.2333333333333334,0.95,5,0,0,7.9,0.5333333333333333,68.28793774319067,0.2062256809338521,0.916666666666666,3.0,0.0,2,Erratic / At-Risk,Riley Thomas
43,TDS,Campus-2022,SN,08:57:56,19:49:24,11:03:39,06:53:10,01:52:51,00:50:31,01:16:03,Unbilled,2,4,8,3,No,8.95,11.05,1.8666666666666667,1.2666666666666666,6,1,0,6.883333333333333,0.8333333333333334,64.1025641025641,0.2443438914027149,0.0500000000000007,5.0,2.0500000000000007,3,Silent Overworker,Quinn White
44,SSE,Lateral,TM,10:14:03,17:01:29,07:53:30,07:38:34,01:24:47,00:53:39,01:09:09,Billed,1,2,2,7,No,10.233333333333333,7.883333333333333,1.4,1.15,3,0,0,7.633333333333333,0.8833333333333333,56.44820295983087,0.2896405919661733,1.2333333333333325,2.5,0.0,1,Late Starter,Harper Thomas
45,TDS,Campus-2020,TS,11:04:19,17:50:32,09:23:34,06:39:38,00:58:55,00:42:26,00:43:48,Billed,3,9,7,8,Yes,11.066666666666666,9.383333333333333,0.9666666666666668,0.7166666666666667,12,0,1,6.65,0.7,74.60035523978686,0.1776198934280639,2.0666666666666664,10.5,0.3833333333333328,0,Consistent Performer,Riley Smith
46,SSE,Campus-2022,TS,08:08:04,21:53:46,09:59:56,08:47:57,01:31:30,00:56:49,00:30:44,Billed,2,8,2,5,No,8.133333333333333,9.983333333333333,1.5166666666666666,0.5,10,0,0,8.783333333333333,0.9333333333333332,70.4507512520868,0.2454090150250417,0.8666666666666671,9.0,0.9833333333333324,3,Silent Overworker,Finley Lewis
47,AL,Campus-2020,SN,11:04:05,17:54:51,09:06:23,08:30:12,01:15:00,00:33:48,00:33:13,Billed,3,1,9,2,No,11.066666666666666,9.1,1.25,0.55,4,0,0,8.5,0.55,74.17582417582418,0.1978021978021978,2.0666666666666664,2.5,0.0999999999999996,0,Consistent Performer,Harper Jackson
48,AL,Campus-2020,TS,11:16:15,17:11:20,10:49:24,09:54:35,00:30:45,00:30:19,00:57:08,Unbilled,5,10,0,4,No,11.266666666666667,10.816666666666666,0.5,0.95,15,1,0,9.9,0.5,81.97226502311248,0.0924499229583975,2.2666666666666675,12.5,1.8166666666666664,0,Consistent Performer,Peyton Walker
49,SSE,Lateral,TS,08:10:12,21:08:56,09:11:32,07:57:12,01:43:59,00:49:19,00:42:18,Billed,0,13,0,9,No,8.166666666666666,9.183333333333334,1.7166666666666668,0.7,13,0,0,7.95,0.8166666666666667,64.7912885662432,0.2758620689655172,0.8333333333333339,13.0,0.1833333333333335,1,Late Starter,Morgan Garcia
50,TDS,Campus-2022,SN,10:04:18,20:11:53,10:13:08,06:27:45,00:56:55,00:12:31,00:50:49,Billed,4,9,7,8,No,10.066666666666666,10.216666666666669,0.9333333333333332,0.8333333333333334,13,0,0,6.45,0.2,80.75040783034257,0.1109298531810766,1.0666666666666664,11.0,1.2166666666666668,3,Silent Overworker,Avery Taylor
51,SSE,Lateral,TS,08:19:03,20:46:27,11:43:22,06:08:40,01:27:05,00:35:53,01:24:52,Billed,0,4,8,7,No,8.316666666666666,11.716666666666669,1.45,1.4,4,0,0,6.133333333333334,0.5833333333333334,70.69701280227596,0.1735419630156472,0.6833333333333336,4.0,2.716666666666667,3,Silent Overworker,Quinn Anderson
52,SSE,Lateral,TM,11:40:00,18:41:38,11:41:26,08:14:30,00:32:25,00:27:00,00:23:50,Unbilled,4,0,5,3,No,11.666666666666666,11.683333333333334,0.5333333333333333,0.3833333333333333,4,1,0,8.233333333333333,0.45,88.30242510699001,0.0841654778887303,2.666666666666666,2.0,2.6833333333333336,0,Consistent Performer,Quinn Martinez
53,TDS,Campus-2023,TM,10:25:04,22:41:56,10:17:23,05:00:53,00:48:41,00:44:05,00:46:39,Billed,4,8,3,1,No,10.416666666666666,10.283333333333331,0.8,0.7666666666666667,12,0,0,5.0,0.7333333333333333,77.63371150729336,0.1491085899513776,1.416666666666666,10.0,1.2833333333333332,0,Consistent Performer,Peyton Brown
54,TDS,Campus-2022,TS,08:50:46,20:20:33,07:01:17,06:57:40,00:43:54,00:31:38,01:13:29,Billed,4,6,9,4,No,8.833333333333334,7.016666666666667,0.7166666666666667,1.2166666666666668,10,0,0,6.95,0.5166666666666667,65.08313539192399,0.175771971496437,0.166666666666666,8.0,0.0,2,Erratic / At-Risk,Cameron Thompson
55,AL,Campus-2022,SN,11:04:19,21:45:14,08:17:09,07:45:39,00:39:44,00:26:14,00:42:44,Billed,4,7,0,0,No,11.066666666666666,8.283333333333333,0.65,0.7,11,0,0,7.75,0.4333333333333333,78.4708249496982,0.130784708249497,2.0666666666666664,9.0,0.0,0,Consistent Performer,Harper Thomas
56,SE,Campus-2021,TS,08:37:47,20:19:31,08:05:43,06:00:14,01:56:13,00:40:22,01:07:42,Billed,2,14,8,3,No,8.616666666666667,8.083333333333334,1.9333333333333331,1.1166666666666667,16,0,0,6.0,0.6666666666666666,54.02061855670103,0.3216494845360824,0.3833333333333328,15.0,0.0,1,Late Starter,Taylor Smith
57,TDS,Campus-2022,SN,10:35:54,18:26:35,10:39:04,06:33:47,01:04:37,00:34:58,01:24:47,Unbilled,4,10,3,3,No,10.583333333333334,10.65,1.0666666666666669,1.4,14,1,0,6.55,0.5666666666666667,71.51799687010954,0.1533646322378716,1.583333333333334,12.0,1.6500000000000004,0,Consistent Performer,Riley Lee
58,SE,Campus-2022,TM,09:52:50,20:40:52,10:07:33,07:44:42,01:23:39,00:35:41,00:17:03,Billed,0,3,1,1,No,9.866666666666667,10.116666666666667,1.3833333333333333,0.2833333333333333,3,0,0,7.733333333333333,0.5833333333333334,77.75947281713344,0.1943986820428336,0.8666666666666671,3.0,1.1166666666666671,3,Silent Overworker,Morgan Smith
59,AL,Campus-2022,TM,08:16:20,17:25:58,07:59:03,05:11:15,01:52:06,00:21:07,01:29:40,Billed,0,7,8,4,No,8.266666666666667,7.983333333333333,1.8666666666666667,1.4833333333333334,7,0,0,5.183333333333334,0.35,53.65344467640918,0.2776617954070981,0.7333333333333325,7.0,0.0,1,Late Starter,Cameron Harris
60,SE,Campus-2021,SN,11:53:10,17:22:29,09:46:25,05:27:03,00:46:30,00:52:03,01:22:16,Billed,3,12,7,5,No,11.883333333333333,9.766666666666667,0.7666666666666667,1.3666666666666667,15,0,0,5.45,0.8666666666666667,69.28327645051195,0.167235494880546,2.883333333333333,13.5,0.7666666666666675,0,Consistent Performer,Casey Hall
61,SE,Lateral,SN,08:37:12,21:50:13,11:16:41,07:54:26,01:54:53,00:19:35,01:16:55,Billed,5,14,4,8,No,8.616666666666667,11.266666666666667,1.9,1.2666666666666666,19,0,0,7.9,0.3166666666666666,69.0828402366864,0.1967455621301775,0.3833333333333328,16.5,2.2666666666666675,3,Silent Overworker,Peyton Harris
62,SE,Campus-2020,TS,10:03:55,17:44:54,07:17:18,08:13:32,00:58:35,00:59:39,00:50:20,Billed,3,0,8,4,Yes,10.05,7.283333333333333,0.9666666666666668,0.8333333333333334,3,0,1,8.216666666666667,0.9833333333333332,61.78489702517162,0.2677345537757437,1.0500000000000007,1.5,0.0,1,Late Starter,Drew Johnson
63,SSE,Campus-2023,TM,11:18:53,21:53:30,09:28:19,08:27:08,01:51:01,00:24:45,00:25:49,Billed,2,2,2,3,Yes,11.3,9.466666666666669,1.85,0.4166666666666667,4,0,1,8.45,0.4,71.83098591549296,0.2376760563380281,2.3000000000000007,3.0,0.4666666666666668,0,Consistent Performer,Reese Robinson
64,SE,Campus-2020,SN,09:23:39,19:15:24,10:16:43,07:07:11,01:17:10,00:26:59,01:08:50,Billed,4,6,1,3,No,9.383333333333333,10.266666666666667,1.2833333333333332,1.1333333333333333,10,0,0,7.116666666666666,0.4333333333333333,72.24025974025975,0.1672077922077922,0.3833333333333328,8.0,1.2666666666666675,3,Silent Overworker,Drew Clark
65,SSE,Campus-2020,SN,11:14:50,21:57:13,11:46:15,09:14:33,01:28:55,00:57:47,00:58:57,Billed,2,0,2,7,No,11.233333333333333,11.766666666666667,1.4666666666666668,0.9666666666666668,2,0,0,9.233333333333333,0.95,71.24645892351273,0.2053824362606232,2.2333333333333325,1.0,2.7666666666666675,0,Consistent Performer,Jordan Walker
66,TDS,Campus-2023,TS,10:14:48,18:08:03,08:05:33,05:46:40,01:08:54,00:40:08,01:28:27,Billed,5,1,5,3,No,10.233333333333333,8.083333333333334,1.1333333333333333,1.4666666666666668,6,0,0,5.766666666666667,0.6666666666666666,59.58762886597938,0.2226804123711339,1.2333333333333325,3.5,0.0,1,Late Starter,Harper Martinez
67,TDS,Campus-2023,TM,10:06:22,17:38:28,07:05:46,09:22:33,01:40:51,00:34:01,00:50:22,Billed,0,0,8,8,No,10.1,7.083333333333333,1.6666666666666663,0.8333333333333334,0,0,0,9.366666666666667,0.5666666666666667,56.70588235294116,0.3152941176470588,1.0999999999999996,0.0,0.0,1,Late Starter,Dakota Walker
68,TDS,Campus-2022,TM,10:59:39,17:03:46,09:45:10,09:41:35,01:00:42,00:57:36,01:27:15,Billed,3,4,8,6,No,10.983333333333333,9.75,1.0,1.45,7,0,0,9.683333333333334,0.95,65.12820512820512,0.1999999999999999,1.9833333333333325,5.5,0.75,0,Consistent Performer,Rowan Harris
69,SE,Campus-2021,SN,08:14:55,22:32:10,07:20:26,07:59:27,01:30:02,00:35:52,01:06:14,Billed,0,9,2,9,No,8.233333333333333,7.333333333333333,1.5,1.1,9,0,0,7.983333333333333,0.5833333333333334,56.59090909090908,0.2840909090909091,0.7666666666666675,9.0,0.0,1,Late Starter,Logan White
70,SSE,Campus-2021,SN,08:30:23,18:25:35,08:07:48,07:22:49,00:55:50,00:16:25,00:53:15,Billed,5,13,5,7,No,8.5,8.116666666666667,0.9166666666666666,0.8833333333333333,18,0,0,7.366666666666666,0.2666666666666666,74.53798767967146,0.1457905544147844,0.5,15.5,0.0,2,Erratic / At-Risk,Emerson Robinson
71,SSE,Lateral,TS,08:27:43,21:30:45,09:14:17,05:29:14,01:20:09,00:23:56,01:00:37,Billed,3,14,8,5,No,8.45,9.233333333333333,1.3333333333333333,1.0,17,0,0,5.483333333333333,0.3833333333333333,70.57761732851985,0.1859205776173285,0.5500000000000007,15.5,0.2333333333333325,2,Erratic / At-Risk,Sage Rodriguez
72,SE,Campus-2020,TM,11:40:01,18:05:59,07:36:07,08:46:49,01:08:55,00:50:28,00:40:40,Billed,3,14,5,4,No,11.666666666666666,7.6,1.1333333333333333,0.6666666666666666,17,0,0,8.766666666666667,0.8333333333333334,65.35087719298247,0.2587719298245614,2.666666666666666,15.5,0.0,1,Late Starter,Riley Thompson
73,SE,Campus-2023,TS,11:44:57,19:26:12,10:22:39,09:35:24,01:37:12,00:18:30,00:56:28,Billed,3,7,5,7,No,11.733333333333333,10.366666666666667,1.6166666666666667,0.9333333333333332,10,0,0,9.583333333333334,0.3,72.50803858520901,0.1848874598070739,2.7333333333333325,8.5,1.3666666666666671,0,Consistent Performer,Reese Thomas
74,AL,Lateral,TM,09:21:19,19:05:40,11:58:40,05:11:35,00:58:33,00:14:42,00:38:12,Unbilled,5,0,0,1,No,9.35,11.966666666666669,0.9666666666666668,0.6333333333333333,5,1,0,5.183333333333334,0.2333333333333333,84.67966573816156,0.1002785515320334,0.3499999999999996,2.5,2.966666666666667,3,Silent Overworker,Drew Jackson
75,TDS,Lateral,TS,11:05:30,20:19:44,08:18:11,06:08:06,01:53:38,00:17:42,00:30:13,Billed,0,8,9,9,No,11.083333333333334,8.3,1.8833333333333333,0.5,8,0,0,6.133333333333334,0.2833333333333333,67.87148594377511,0.2610441767068273,2.083333333333334,8.0,0.0,1,Late Starter,Cameron Rodriguez
76,TDS,Campus-2020,SN,10:54:22,22:32:24,09:17:32,09:19:10,01:59:51,00:43:42,01:24:15,Billed,5,14,5,3,No,10.9,9.283333333333331,1.9833333333333332,1.4,19,0,0,9.316666666666666,0.7166666666666667,55.83482944344704,0.2908438061041293,1.9000000000000004,16.5,0.2833333333333332,1,Late Starter,Jamie Garcia
77,SSE,Lateral,SN,10:38:46,19:27:00,08:36:42,07:33:52,01:04:46,00:55:37,00:53:17,Unbilled,1,5,1,3,No,10.633333333333333,8.6,1.0666666666666669,0.8833333333333333,6,1,0,7.55,0.9166666666666666,66.66666666666666,0.2306201550387597,1.6333333333333329,5.5,0.0,1,Late Starter,Peyton Anderson
